"site","date","count","treatment"
"R-12",2024-05-18,439,"rx_fire_young"
"R-12",2024-05-19,172,"rx_fire_young"
"R-12",2024-05-20,176,"rx_fire_young"
"R-12",2024-05-21,310,"rx_fire_young"
"R-12",2024-05-22,206,"rx_fire_young"
"R-12",2024-05-23,282,"rx_fire_young"
"R-12",2024-05-24,165,"rx_fire_young"
"R-12",2024-05-25,281,"rx_fire_young"
"R-12",2024-05-26,239,"rx_fire_young"
"R-12",2024-05-27,459,"rx_fire_young"
"R-12",2024-05-28,440,"rx_fire_young"
"R-12",2024-05-29,324,"rx_fire_young"
"R-12",2024-05-30,208,"rx_fire_young"
"R-12",2024-05-31,200,"rx_fire_young"
"R-12",2024-06-01,194,"rx_fire_young"
"R-12",2024-06-02,162,"rx_fire_young"
"R-12",2024-06-03,160,"rx_fire_young"
"R-12",2024-06-04,229,"rx_fire_young"
"R-12",2024-06-05,111,"rx_fire_young"
"R-12",2024-06-06,316,"rx_fire_young"
"R-12",2024-06-07,490,"rx_fire_young"
"R-12",2024-06-08,107,"rx_fire_young"
"R-12",2024-06-09,338,"rx_fire_young"
"R-12",2024-06-10,240,"rx_fire_young"
"R-12",2024-06-11,333,"rx_fire_young"
"R-12",2024-06-12,208,"rx_fire_young"
"R-12",2024-06-13,229,"rx_fire_young"
"R-12",2024-06-14,302,"rx_fire_young"
"R-12",2024-06-15,441,"rx_fire_young"
"R-12",2024-06-16,442,"rx_fire_young"
"R-12",2024-06-17,168,"rx_fire_young"
"R-12",2024-06-18,91,"rx_fire_young"
"R-12",2024-06-19,101,"rx_fire_young"
"R-12",2024-06-20,96,"rx_fire_young"
"R-12",2024-06-21,213,"rx_fire_young"
"R-12",2024-06-22,244,"rx_fire_young"
"R-12",2024-06-23,69,"rx_fire_young"
"R-12",2024-06-24,151,"rx_fire_young"
"R-12",2024-06-25,179,"rx_fire_young"
"R-12",2024-06-26,161,"rx_fire_young"
"R-12",2024-06-27,142,"rx_fire_young"
"R-12",2024-06-28,49,"rx_fire_young"
"R-13",2024-03-10,0,"rx_fire_young"
"R-13",2024-03-11,0,"rx_fire_young"
"R-13",2024-03-12,0,"rx_fire_young"
"R-13",2024-03-13,0,"rx_fire_young"
"R-13",2024-03-14,0,"rx_fire_young"
"R-13",2024-03-15,0,"rx_fire_young"
"R-13",2024-03-16,0,"rx_fire_young"
"R-13",2024-03-17,0,"rx_fire_young"
"R-13",2024-03-18,0,"rx_fire_young"
"R-13",2024-03-19,0,"rx_fire_young"
"R-13",2024-03-20,0,"rx_fire_young"
"R-13",2024-03-21,0,"rx_fire_young"
"R-13",2024-03-22,0,"rx_fire_young"
"R-13",2024-03-23,0,"rx_fire_young"
"R-13",2024-03-24,0,"rx_fire_young"
"R-13",2024-03-25,0,"rx_fire_young"
"R-13",2024-03-26,0,"rx_fire_young"
"R-13",2024-03-27,0,"rx_fire_young"
"R-13",2024-03-28,0,"rx_fire_young"
"R-13",2024-03-29,0,"rx_fire_young"
"R-13",2024-03-30,0,"rx_fire_young"
"R-13",2024-03-31,0,"rx_fire_young"
"R-13",2024-04-01,0,"rx_fire_young"
"R-13",2024-04-02,0,"rx_fire_young"
"R-13",2024-04-03,0,"rx_fire_young"
"R-13",2024-04-04,0,"rx_fire_young"
"R-13",2024-04-05,0,"rx_fire_young"
"R-13",2024-04-06,0,"rx_fire_young"
"R-13",2024-04-07,0,"rx_fire_young"
"R-13",2024-04-08,0,"rx_fire_young"
"R-13",2024-04-09,0,"rx_fire_young"
"R-13",2024-04-10,0,"rx_fire_young"
"R-13",2024-04-11,0,"rx_fire_young"
"R-13",2024-04-12,0,"rx_fire_young"
"R-13",2024-04-13,0,"rx_fire_young"
"R-13",2024-04-14,0,"rx_fire_young"
"R-13",2024-04-15,0,"rx_fire_young"
"R-13",2024-04-16,0,"rx_fire_young"
"R-13",2024-04-17,0,"rx_fire_young"
"R-13",2024-04-18,0,"rx_fire_young"
"R-13",2024-04-19,39,"rx_fire_young"
"R-13",2024-04-20,190,"rx_fire_young"
"R-13",2024-04-21,175,"rx_fire_young"
"R-13",2024-04-22,116,"rx_fire_young"
"R-13",2024-04-23,118,"rx_fire_young"
"R-13",2024-04-24,159,"rx_fire_young"
"R-13",2024-04-25,208,"rx_fire_young"
"R-13",2024-04-26,82,"rx_fire_young"
"R-13",2024-04-27,81,"rx_fire_young"
"R-13",2024-04-28,83,"rx_fire_young"
"R-13",2024-04-29,162,"rx_fire_young"
"R-13",2024-04-30,171,"rx_fire_young"
"R-13",2024-05-01,127,"rx_fire_young"
"R-13",2024-05-02,222,"rx_fire_young"
"R-13",2024-05-03,212,"rx_fire_young"
"R-13",2024-05-04,300,"rx_fire_young"
"R-13",2024-05-05,393,"rx_fire_young"
"R-13",2024-05-06,251,"rx_fire_young"
"R-13",2024-05-07,297,"rx_fire_young"
"R-13",2024-05-08,255,"rx_fire_young"
"R-13",2024-05-09,119,"rx_fire_young"
"R-13",2024-05-10,122,"rx_fire_young"
"R-13",2024-05-11,284,"rx_fire_young"
"R-13",2024-05-12,508,"rx_fire_young"
"R-13",2024-05-13,246,"rx_fire_young"
"R-13",2024-05-14,339,"rx_fire_young"
"R-13",2024-05-15,324,"rx_fire_young"
"R-13",2024-05-16,430,"rx_fire_young"
"R-13",2024-05-17,333,"rx_fire_young"
"R-13",2024-05-18,524,"rx_fire_young"
"R-13",2024-05-19,263,"rx_fire_young"
"R-13",2024-05-20,237,"rx_fire_young"
"R-13",2024-05-21,239,"rx_fire_young"
"R-13",2024-05-22,211,"rx_fire_young"
"R-13",2024-05-23,252,"rx_fire_young"
"R-13",2024-05-24,115,"rx_fire_young"
"R-13",2024-05-25,126,"rx_fire_young"
"R-13",2024-05-26,166,"rx_fire_young"
"R-13",2024-05-27,420,"rx_fire_young"
"R-13",2024-05-28,182,"rx_fire_young"
"R-13",2024-05-29,176,"rx_fire_young"
"R-13",2024-05-30,175,"rx_fire_young"
"R-13",2024-05-31,265,"rx_fire_young"
"R-13",2024-06-01,146,"rx_fire_young"
"R-13",2024-06-02,214,"rx_fire_young"
"R-13",2024-06-03,408,"rx_fire_young"
"R-13",2024-06-04,176,"rx_fire_young"
"R-13",2024-06-05,286,"rx_fire_young"
"R-13",2024-06-06,265,"rx_fire_young"
"R-13",2024-06-07,127,"rx_fire_young"
"R-13",2024-06-08,85,"rx_fire_young"
"R-13",2024-06-09,228,"rx_fire_young"
"R-13",2024-06-10,200,"rx_fire_young"
"R-13",2024-06-11,178,"rx_fire_young"
"R-13",2024-06-12,222,"rx_fire_young"
"R-13",2024-06-13,96,"rx_fire_young"
"R-13",2024-06-14,201,"rx_fire_young"
"R-13",2024-06-15,320,"rx_fire_young"
"R-13",2024-06-16,207,"rx_fire_young"
"R-13",2024-06-17,166,"rx_fire_young"
"R-13",2024-06-18,77,"rx_fire_young"
"R-13",2024-06-19,263,"rx_fire_young"
"R-13",2024-06-20,151,"rx_fire_young"
"R-13",2024-06-21,18,"rx_fire_young"
"R-13",2024-06-22,105,"rx_fire_young"
"R-13",2024-06-23,70,"rx_fire_young"
"R-13",2024-06-24,78,"rx_fire_young"
"R-13",2024-06-25,90,"rx_fire_young"
"R-13",2024-06-26,119,"rx_fire_young"
"R-13",2024-06-27,119,"rx_fire_young"
"R-13",2024-06-28,107,"rx_fire_young"
"R-3",2024-03-10,0,"rx_fire_young"
"R-3",2024-03-11,0,"rx_fire_young"
"R-3",2024-03-12,0,"rx_fire_young"
"R-3",2024-03-13,1,"rx_fire_young"
"R-3",2024-03-14,0,"rx_fire_young"
"R-3",2024-03-15,2,"rx_fire_young"
"R-3",2024-03-16,0,"rx_fire_young"
"R-3",2024-03-17,0,"rx_fire_young"
"R-3",2024-03-18,3,"rx_fire_young"
"R-3",2024-03-19,18,"rx_fire_young"
"R-3",2024-03-20,19,"rx_fire_young"
"R-3",2024-03-21,132,"rx_fire_young"
"R-3",2024-03-22,50,"rx_fire_young"
"R-3",2024-03-23,159,"rx_fire_young"
"R-3",2024-03-24,86,"rx_fire_young"
"R-3",2024-03-25,81,"rx_fire_young"
"R-3",2024-03-26,63,"rx_fire_young"
"R-3",2024-03-27,22,"rx_fire_young"
"R-3",2024-03-28,29,"rx_fire_young"
"R-3",2024-03-29,1,"rx_fire_young"
"R-3",2024-03-30,51,"rx_fire_young"
"R-3",2024-03-31,62,"rx_fire_young"
"R-3",2024-04-01,5,"rx_fire_young"
"R-3",2024-04-02,17,"rx_fire_young"
"R-3",2024-04-03,4,"rx_fire_young"
"R-3",2024-04-04,0,"rx_fire_young"
"R-3",2024-04-05,3,"rx_fire_young"
"R-3",2024-04-06,0,"rx_fire_young"
"R-3",2024-04-07,2,"rx_fire_young"
"R-3",2024-04-08,43,"rx_fire_young"
"R-3",2024-04-09,145,"rx_fire_young"
"R-3",2024-04-10,21,"rx_fire_young"
"R-3",2024-04-11,0,"rx_fire_young"
"R-3",2024-04-12,20,"rx_fire_young"
"R-3",2024-04-13,125,"rx_fire_young"
"R-3",2024-04-14,79,"rx_fire_young"
"R-3",2024-04-15,35,"rx_fire_young"
"R-3",2024-04-16,70,"rx_fire_young"
"R-3",2024-04-17,153,"rx_fire_young"
"R-3",2024-04-18,175,"rx_fire_young"
"R-3",2024-04-19,200,"rx_fire_young"
"R-3",2024-04-20,237,"rx_fire_young"
"R-3",2024-04-21,337,"rx_fire_young"
"R-3",2024-04-22,218,"rx_fire_young"
"R-3",2024-04-23,286,"rx_fire_young"
"R-3",2024-04-24,187,"rx_fire_young"
"R-3",2024-04-25,258,"rx_fire_young"
"R-3",2024-04-26,256,"rx_fire_young"
"R-3",2024-04-27,299,"rx_fire_young"
"R-3",2024-04-28,215,"rx_fire_young"
"R-3",2024-04-29,166,"rx_fire_young"
"R-3",2024-04-30,255,"rx_fire_young"
"R-3",2024-05-01,88,"rx_fire_young"
"R-3",2024-05-02,143,"rx_fire_young"
"R-3",2024-05-03,149,"rx_fire_young"
"R-3",2024-05-04,218,"rx_fire_young"
"R-3",2024-05-05,162,"rx_fire_young"
"R-3",2024-05-06,94,"rx_fire_young"
"R-3",2024-05-07,223,"rx_fire_young"
"R-3",2024-05-08,186,"rx_fire_young"
"R-3",2024-05-09,26,"rx_fire_young"
"R-3",2024-05-10,102,"rx_fire_young"
"R-3",2024-05-11,271,"rx_fire_young"
"R-3",2024-05-12,268,"rx_fire_young"
"R-3",2024-05-13,98,"rx_fire_young"
"R-3",2024-05-14,83,"rx_fire_young"
"R-3",2024-05-15,221,"rx_fire_young"
"R-3",2024-05-16,243,"rx_fire_young"
"R-3",2024-05-17,401,"rx_fire_young"
"R-3",2024-05-18,299,"rx_fire_young"
"R-3",2024-05-19,221,"rx_fire_young"
"R-3",2024-05-20,212,"rx_fire_young"
"R-3",2024-05-21,527,"rx_fire_young"
"R-3",2024-05-22,362,"rx_fire_young"
"R-3",2024-05-23,277,"rx_fire_young"
"R-3",2024-05-24,209,"rx_fire_young"
"R-3",2024-05-25,50,"rx_fire_young"
"R-3",2024-05-26,209,"rx_fire_young"
"R-3",2024-05-27,232,"rx_fire_young"
"R-3",2024-05-28,228,"rx_fire_young"
"R-3",2024-05-29,221,"rx_fire_young"
"R-3",2024-05-30,235,"rx_fire_young"
"R-3",2024-05-31,180,"rx_fire_young"
"R-3",2024-06-01,290,"rx_fire_young"
"R-3",2024-06-02,235,"rx_fire_young"
"R-3",2024-06-03,336,"rx_fire_young"
"R-3",2024-06-04,251,"rx_fire_young"
"R-3",2024-06-05,175,"rx_fire_young"
"R-3",2024-06-06,181,"rx_fire_young"
"R-3",2024-06-07,176,"rx_fire_young"
"R-3",2024-06-08,179,"rx_fire_young"
"R-3",2024-06-09,223,"rx_fire_young"
"R-3",2024-06-10,196,"rx_fire_young"
"R-3",2024-06-11,242,"rx_fire_young"
"R-3",2024-06-12,248,"rx_fire_young"
"R-3",2024-06-13,475,"rx_fire_young"
"R-3",2024-06-14,247,"rx_fire_young"
"R-3",2024-06-15,348,"rx_fire_young"
"R-3",2024-06-16,351,"rx_fire_young"
"R-3",2024-06-17,526,"rx_fire_young"
"R-3",2024-06-18,434,"rx_fire_young"
"R-3",2024-06-19,430,"rx_fire_young"
"R-3",2024-06-20,315,"rx_fire_young"
"R-3",2024-06-21,199,"rx_fire_young"
"R-3",2024-06-22,62,"rx_fire_young"
"R-3",2024-06-23,111,"rx_fire_young"
"R-3",2024-06-24,37,"rx_fire_young"
"R-3",2024-06-25,89,"rx_fire_young"
"R-3",2024-06-26,156,"rx_fire_young"
"R-3",2024-06-27,44,"rx_fire_young"
"R-3",2024-06-28,3,"rx_fire_young"
"R-7",2024-03-10,0,"rx_fire_young"
"R-7",2024-03-11,0,"rx_fire_young"
"R-7",2024-03-12,0,"rx_fire_young"
"R-7",2024-03-13,0,"rx_fire_young"
"R-7",2024-03-14,0,"rx_fire_young"
"R-7",2024-03-15,0,"rx_fire_young"
"R-7",2024-03-16,0,"rx_fire_young"
"R-7",2024-03-17,17,"rx_fire_young"
"R-7",2024-03-18,1,"rx_fire_young"
"R-7",2024-03-19,8,"rx_fire_young"
"R-7",2024-03-20,1,"rx_fire_young"
"R-7",2024-03-21,64,"rx_fire_young"
"R-7",2024-03-22,89,"rx_fire_young"
"R-7",2024-03-23,53,"rx_fire_young"
"R-7",2024-03-24,95,"rx_fire_young"
"R-7",2024-03-25,15,"rx_fire_young"
"R-7",2024-03-26,64,"rx_fire_young"
"R-7",2024-03-27,60,"rx_fire_young"
"R-7",2024-03-28,11,"rx_fire_young"
"R-7",2024-03-29,0,"rx_fire_young"
"R-7",2024-03-30,54,"rx_fire_young"
"R-7",2024-03-31,64,"rx_fire_young"
"R-7",2024-04-01,72,"rx_fire_young"
"R-7",2024-04-02,91,"rx_fire_young"
"R-7",2024-04-03,62,"rx_fire_young"
"R-7",2024-04-04,8,"rx_fire_young"
"R-7",2024-04-05,24,"rx_fire_young"
"R-7",2024-04-06,68,"rx_fire_young"
"R-7",2024-04-07,34,"rx_fire_young"
"R-7",2024-04-08,116,"rx_fire_young"
"R-7",2024-04-09,103,"rx_fire_young"
"R-7",2024-04-10,101,"rx_fire_young"
"R-7",2024-04-11,0,"rx_fire_young"
"R-7",2024-04-12,3,"rx_fire_young"
"R-7",2024-04-13,47,"rx_fire_young"
"R-7",2024-04-14,123,"rx_fire_young"
"R-7",2024-04-15,120,"rx_fire_young"
"R-7",2024-04-16,129,"rx_fire_young"
"R-7",2024-04-17,251,"rx_fire_young"
"R-7",2024-04-18,110,"rx_fire_young"
"R-7",2024-04-19,259,"rx_fire_young"
"R-7",2024-04-20,143,"rx_fire_young"
"R-7",2024-04-21,205,"rx_fire_young"
"R-7",2024-04-22,369,"rx_fire_young"
"R-7",2024-04-23,443,"rx_fire_young"
"R-7",2024-04-24,296,"rx_fire_young"
"R-7",2024-04-25,259,"rx_fire_young"
"R-7",2024-04-26,284,"rx_fire_young"
"R-7",2024-04-27,386,"rx_fire_young"
"R-7",2024-04-28,257,"rx_fire_young"
"R-7",2024-04-29,459,"rx_fire_young"
"R-7",2024-04-30,288,"rx_fire_young"
"R-7",2024-05-01,347,"rx_fire_young"
"R-7",2024-05-02,266,"rx_fire_young"
"R-7",2024-05-03,362,"rx_fire_young"
"R-7",2024-05-04,354,"rx_fire_young"
"R-7",2024-05-05,451,"rx_fire_young"
"R-7",2024-05-06,203,"rx_fire_young"
"R-7",2024-05-07,253,"rx_fire_young"
"R-7",2024-05-08,323,"rx_fire_young"
"R-7",2024-05-09,241,"rx_fire_young"
"R-7",2024-05-10,135,"rx_fire_young"
"R-7",2024-05-11,426,"rx_fire_young"
"R-7",2024-05-12,594,"rx_fire_young"
"R-7",2024-05-13,265,"rx_fire_young"
"R-7",2024-05-14,85,"rx_fire_young"
"R-7",2024-05-15,223,"rx_fire_young"
"R-7",2024-05-16,463,"rx_fire_young"
"R-7",2024-05-17,459,"rx_fire_young"
"R-7",2024-05-18,308,"rx_fire_young"
"R-7",2024-05-19,76,"rx_fire_young"
"R-7",2024-05-20,85,"rx_fire_young"
"R-7",2024-05-21,434,"rx_fire_young"
"R-7",2024-05-22,432,"rx_fire_young"
"R-7",2024-05-23,304,"rx_fire_young"
"R-7",2024-05-24,205,"rx_fire_young"
"R-7",2024-05-25,132,"rx_fire_young"
"R-7",2024-05-26,216,"rx_fire_young"
"R-7",2024-05-27,410,"rx_fire_young"
"R-7",2024-05-28,265,"rx_fire_young"
"R-7",2024-05-29,393,"rx_fire_young"
"R-7",2024-05-30,418,"rx_fire_young"
"R-7",2024-05-31,499,"rx_fire_young"
"R-7",2024-06-01,342,"rx_fire_young"
"R-7",2024-06-02,148,"rx_fire_young"
"R-7",2024-06-03,330,"rx_fire_young"
"R-7",2024-06-04,192,"rx_fire_young"
"R-7",2024-06-05,278,"rx_fire_young"
"R-7",2024-06-06,309,"rx_fire_young"
"R-7",2024-06-07,275,"rx_fire_young"
"R-7",2024-06-08,293,"rx_fire_young"
"R-7",2024-06-09,408,"rx_fire_young"
"R-7",2024-06-10,423,"rx_fire_young"
"R-7",2024-06-11,320,"rx_fire_young"
"R-7",2024-06-12,507,"rx_fire_young"
"R-7",2024-06-13,625,"rx_fire_young"
"R-7",2024-06-14,444,"rx_fire_young"
"R-7",2024-06-15,417,"rx_fire_young"
"R-7",2024-06-16,407,"rx_fire_young"
"R-7",2024-06-17,417,"rx_fire_young"
"R-7",2024-06-18,387,"rx_fire_young"
"R-7",2024-06-19,393,"rx_fire_young"
"R-7",2024-06-20,293,"rx_fire_young"
"R-7",2024-06-21,291,"rx_fire_young"
"R-7",2024-06-22,279,"rx_fire_young"
"R-7",2024-06-23,285,"rx_fire_young"
"R-7",2024-06-24,47,"rx_fire_young"
"R-7",2024-06-25,207,"rx_fire_young"
"R-7",2024-06-26,285,"rx_fire_young"
"R-7",2024-06-27,156,"rx_fire_young"
"R-7",2024-06-28,62,"rx_fire_young"
"T-1",2024-03-10,1,"timber"
"T-1",2024-03-11,5,"timber"
"T-1",2024-03-12,1,"timber"
"T-1",2024-03-13,0,"timber"
"T-1",2024-03-14,0,"timber"
"T-1",2024-03-15,0,"timber"
"T-1",2024-03-16,0,"timber"
"T-1",2024-03-17,0,"timber"
"T-1",2024-03-18,1,"timber"
"T-1",2024-03-19,0,"timber"
"T-1",2024-03-20,1,"timber"
"T-1",2024-03-21,60,"timber"
"T-1",2024-03-22,82,"timber"
"T-1",2024-03-23,82,"timber"
"T-1",2024-03-24,8,"timber"
"T-1",2024-03-25,56,"timber"
"T-1",2024-03-26,3,"timber"
"T-1",2024-03-27,250,"timber"
"T-1",2024-03-28,0,"timber"
"T-1",2024-03-29,1,"timber"
"T-1",2024-03-30,58,"timber"
"T-1",2024-03-31,59,"timber"
"T-1",2024-04-01,52,"timber"
"T-1",2024-04-02,40,"timber"
"T-1",2024-04-03,4,"timber"
"T-1",2024-04-04,2,"timber"
"T-1",2024-04-05,2,"timber"
"T-1",2024-04-06,0,"timber"
"T-1",2024-04-07,8,"timber"
"T-1",2024-04-08,27,"timber"
"T-1",2024-04-09,20,"timber"
"T-1",2024-04-10,55,"timber"
"T-1",2024-04-11,0,"timber"
"T-1",2024-04-12,0,"timber"
"T-1",2024-04-13,0,"timber"
"T-1",2024-04-14,0,"timber"
"T-1",2024-04-15,0,"timber"
"T-1",2024-04-16,0,"timber"
"T-1",2024-04-17,0,"timber"
"T-1",2024-04-18,0,"timber"
"T-1",2024-04-19,0,"timber"
"T-1",2024-04-20,0,"timber"
"T-1",2024-04-21,39,"timber"
"T-1",2024-04-22,190,"timber"
"T-1",2024-04-23,201,"timber"
"T-1",2024-04-24,100,"timber"
"T-1",2024-04-25,176,"timber"
"T-1",2024-04-26,85,"timber"
"T-1",2024-04-27,152,"timber"
"T-1",2024-04-28,207,"timber"
"T-1",2024-04-29,256,"timber"
"T-1",2024-04-30,270,"timber"
"T-1",2024-05-01,258,"timber"
"T-1",2024-05-02,404,"timber"
"T-1",2024-05-03,338,"timber"
"T-1",2024-05-04,267,"timber"
"T-1",2024-05-05,362,"timber"
"T-1",2024-05-06,328,"timber"
"T-1",2024-05-07,410,"timber"
"T-1",2024-05-08,310,"timber"
"T-1",2024-05-09,360,"timber"
"T-1",2024-05-10,112,"timber"
"T-1",2024-05-11,380,"timber"
"T-1",2024-05-12,371,"timber"
"T-1",2024-05-13,272,"timber"
"T-1",2024-05-14,213,"timber"
"T-1",2024-05-15,78,"timber"
"T-1",2024-05-16,342,"timber"
"T-1",2024-05-17,421,"timber"
"T-1",2024-05-18,316,"timber"
"T-1",2024-05-19,36,"timber"
"T-1",2024-05-20,294,"timber"
"T-1",2024-05-21,236,"timber"
"T-1",2024-05-22,246,"timber"
"T-1",2024-05-23,289,"timber"
"T-1",2024-05-24,224,"timber"
"T-1",2024-05-25,173,"timber"
"T-1",2024-05-26,354,"timber"
"T-1",2024-05-27,150,"timber"
"T-1",2024-05-28,467,"timber"
"T-1",2024-05-29,291,"timber"
"T-1",2024-05-30,538,"timber"
"T-1",2024-05-31,457,"timber"
"T-1",2024-06-01,215,"timber"
"T-1",2024-06-02,443,"timber"
"T-1",2024-06-03,587,"timber"
"T-1",2024-06-04,256,"timber"
"T-1",2024-06-05,396,"timber"
"T-1",2024-06-06,183,"timber"
"T-1",2024-06-07,138,"timber"
"T-1",2024-06-08,286,"timber"
"T-1",2024-06-09,245,"timber"
"T-1",2024-06-10,229,"timber"
"T-1",2024-06-11,341,"timber"
"T-1",2024-06-12,326,"timber"
"T-1",2024-06-13,196,"timber"
"T-1",2024-06-14,247,"timber"
"T-1",2024-06-15,319,"timber"
"T-1",2024-06-16,310,"timber"
"T-1",2024-06-17,525,"timber"
"T-1",2024-06-18,378,"timber"
"T-1",2024-06-19,577,"timber"
"T-1",2024-06-20,372,"timber"
"T-1",2024-06-21,216,"timber"
"T-1",2024-06-22,168,"timber"
"T-1",2024-06-23,136,"timber"
"T-1",2024-06-24,36,"timber"
"T-1",2024-06-25,74,"timber"
"T-1",2024-06-26,72,"timber"
"T-1",2024-06-27,75,"timber"
"T-1",2024-06-28,147,"timber"
"T-14",2024-03-10,1,"timber"
"T-14",2024-03-11,1,"timber"
"T-14",2024-03-12,1,"timber"
"T-14",2024-03-13,0,"timber"
"T-14",2024-03-14,6,"timber"
"T-14",2024-03-15,3,"timber"
"T-14",2024-03-16,0,"timber"
"T-14",2024-03-17,0,"timber"
"T-14",2024-03-18,1,"timber"
"T-14",2024-03-19,0,"timber"
"T-14",2024-03-20,8,"timber"
"T-14",2024-03-21,89,"timber"
"T-14",2024-03-22,0,"timber"
"T-14",2024-03-23,2,"timber"
"T-14",2024-03-24,1,"timber"
"T-14",2024-03-25,1,"timber"
"T-14",2024-03-26,35,"timber"
"T-14",2024-03-27,130,"timber"
"T-14",2024-03-28,48,"timber"
"T-14",2024-03-29,0,"timber"
"T-14",2024-03-30,69,"timber"
"T-14",2024-03-31,37,"timber"
"T-14",2024-04-01,81,"timber"
"T-14",2024-04-02,125,"timber"
"T-14",2024-04-03,53,"timber"
"T-14",2024-04-04,0,"timber"
"T-14",2024-04-05,0,"timber"
"T-14",2024-04-06,0,"timber"
"T-14",2024-04-07,2,"timber"
"T-14",2024-04-08,92,"timber"
"T-14",2024-04-09,95,"timber"
"T-14",2024-04-10,66,"timber"
"T-14",2024-04-11,0,"timber"
"T-14",2024-04-12,11,"timber"
"T-14",2024-04-13,34,"timber"
"T-14",2024-04-14,158,"timber"
"T-14",2024-04-15,261,"timber"
"T-14",2024-04-16,250,"timber"
"T-14",2024-04-17,478,"timber"
"T-14",2024-04-18,262,"timber"
"T-14",2024-04-19,321,"timber"
"T-14",2024-04-20,365,"timber"
"T-14",2024-04-21,151,"timber"
"T-14",2024-04-22,282,"timber"
"T-14",2024-04-23,190,"timber"
"T-14",2024-04-24,184,"timber"
"T-14",2024-04-25,213,"timber"
"T-14",2024-04-26,73,"timber"
"T-14",2024-04-27,86,"timber"
"T-14",2024-04-28,108,"timber"
"T-14",2024-04-29,198,"timber"
"T-14",2024-04-30,156,"timber"
"T-14",2024-05-01,128,"timber"
"T-14",2024-05-02,114,"timber"
"T-14",2024-05-03,125,"timber"
"T-14",2024-05-04,277,"timber"
"T-14",2024-05-05,160,"timber"
"T-14",2024-05-06,365,"timber"
"T-14",2024-05-07,372,"timber"
"T-14",2024-05-08,403,"timber"
"T-14",2024-05-09,355,"timber"
"T-14",2024-05-10,551,"timber"
"T-14",2024-05-11,436,"timber"
"T-14",2024-05-12,611,"timber"
"T-14",2024-05-13,455,"timber"
"T-14",2024-05-14,547,"timber"
"T-14",2024-05-15,543,"timber"
"T-14",2024-05-16,636,"timber"
"T-14",2024-05-17,612,"timber"
"T-14",2024-05-18,751,"timber"
"T-14",2024-05-19,556,"timber"
"T-14",2024-05-20,525,"timber"
"T-14",2024-05-21,351,"timber"
"T-14",2024-05-22,595,"timber"
"T-14",2024-05-23,474,"timber"
"T-14",2024-05-24,144,"timber"
"T-14",2024-05-25,346,"timber"
"T-14",2024-05-26,297,"timber"
"T-14",2024-05-27,377,"timber"
"T-14",2024-05-28,225,"timber"
"T-14",2024-05-29,273,"timber"
"T-14",2024-05-30,313,"timber"
"T-14",2024-05-31,333,"timber"
"T-14",2024-06-01,309,"timber"
"T-14",2024-06-02,167,"timber"
"T-14",2024-06-03,236,"timber"
"T-14",2024-06-04,156,"timber"
"T-14",2024-06-05,427,"timber"
"T-14",2024-06-06,200,"timber"
"T-14",2024-06-07,346,"timber"
"T-14",2024-06-08,364,"timber"
"T-14",2024-06-09,388,"timber"
"T-14",2024-06-10,463,"timber"
"T-14",2024-06-11,218,"timber"
"T-14",2024-06-12,357,"timber"
"T-14",2024-06-13,217,"timber"
"T-14",2024-06-14,212,"timber"
"T-14",2024-06-15,310,"timber"
"T-14",2024-06-16,285,"timber"
"T-14",2024-06-17,276,"timber"
"T-14",2024-06-18,202,"timber"
"T-14",2024-06-19,529,"timber"
"T-14",2024-06-20,292,"timber"
"T-14",2024-06-21,245,"timber"
"T-14",2024-06-22,213,"timber"
"T-14",2024-06-23,191,"timber"
"T-14",2024-06-24,217,"timber"
"T-14",2024-06-25,172,"timber"
"T-14",2024-06-26,137,"timber"
"T-14",2024-06-27,236,"timber"
"T-14",2024-06-28,357,"timber"
"T-19",2024-03-10,0,"timber"
"T-19",2024-03-11,1,"timber"
"T-19",2024-03-12,1,"timber"
"T-19",2024-03-13,2,"timber"
"T-19",2024-03-14,0,"timber"
"T-19",2024-03-15,2,"timber"
"T-19",2024-03-16,3,"timber"
"T-19",2024-03-17,0,"timber"
"T-19",2024-03-18,1,"timber"
"T-19",2024-03-19,0,"timber"
"T-19",2024-03-20,23,"timber"
"T-19",2024-03-21,57,"timber"
"T-19",2024-03-22,44,"timber"
"T-19",2024-03-23,93,"timber"
"T-19",2024-03-24,19,"timber"
"T-19",2024-03-25,59,"timber"
"T-19",2024-03-26,3,"timber"
"T-19",2024-03-27,20,"timber"
"T-19",2024-03-28,27,"timber"
"T-19",2024-03-29,2,"timber"
"T-19",2024-03-30,72,"timber"
"T-19",2024-03-31,60,"timber"
"T-19",2024-04-01,64,"timber"
"T-19",2024-04-02,65,"timber"
"T-19",2024-04-03,1,"timber"
"T-19",2024-04-04,0,"timber"
"T-19",2024-04-05,1,"timber"
"T-19",2024-04-06,2,"timber"
"T-19",2024-04-07,0,"timber"
"T-19",2024-04-08,24,"timber"
"T-19",2024-04-09,5,"timber"
"T-19",2024-04-10,27,"timber"
"T-19",2024-04-11,0,"timber"
"T-19",2024-04-12,3,"timber"
"T-19",2024-04-13,91,"timber"
"T-19",2024-04-14,138,"timber"
"T-19",2024-04-15,176,"timber"
"T-19",2024-04-16,212,"timber"
"T-19",2024-04-17,216,"timber"
"T-19",2024-04-18,271,"timber"
